Date,CategoricalFeature1,CategoricalFeature2,Activity1,Activity2,Target,Activity3,Activity4,Activity5,Activity6,Activity7,Activity8,Activity9,Activity10,Activity11,Activity12,Activity13,Activity14,Activity15,Activity16
6/9/2017,Cat_1,Cat_3,771,2229,low,1924,1581,43,32,27,266,527,373,1649,1820,1205,1634,439,43
6/9/2017,Cat_2,Cat_3,122,552,low,434,591,28,29,32,65,185,177,377,391,206,280,162,30
6/9/2017,Cat_4,Cat_3,890,2485,low,3715,971,62,33,44,536,414,498,2118,2664,1136,1750,217,41
6/9/2017,Cat_1,Cat_4,627,4048,low,1379,2087,58,31,29,335,1240,1393,4238,4505,2378,4631,1875,194
6/9/2017,Cat_2,Cat_4,84,466,low,301,449,28,NA,32,59,65,324,575,819,422,584,196,45
6/9/2017,Cat_4,Cat_4,302,2362,low,7921,366,43,30,29,187,300,720,1835,2592,1425,1842,455,116
6/9/2017,Cat_1,Cat_5,18755,78464,high,36837,47903,359,42,28,8542,9798,19302,84255,95689,51200,98945,31946,818
6/9/2017,Cat_2,Cat_5,4036,16508,low,9543,11151,135,31,32,1892,2135,4996,19798,22253,10647,18747,6411,179
6/9/2017,Cat_4,Cat_5,12141,73816,low,48044,15594,272,28,47,9856,6253,19171,74489,89986,44697,80854,9129,777
6/9/2017,Cat_1,Cat_6,NA,28,low,NA,28,NA,NA,NA,NA,NA,NA,28,29,30,31,30,NA
6/9/2017,Cat_4,Cat_6,NA,32,low,NA,32,NA,NA,NA,NA,NA,NA,33,28,32,30,NA,NA
6/9/2017,Cat_1,Cat_7,10729,15661,low,24048,12551,199,30,64,1407,2251,2801,9779,13930,5693,11683,4300,310
6/9/2017,Cat_2,Cat_7,1798,3325,low,44690,3336,61,NA,75,234,707,544,1948,2763,1326,2187,603,43
6/9/2017,Cat_4,Cat_7,12039,20595,low,131249,4868,161,30,110,1687,3787,1761,8576,11174,4943,7999,547,245
6/9/2017,Cat_1,Cat_8,13487,114101,high,24536,47012,339,28,46,12301,16463,33700,142698,157162,79479,156349,58130,1380
6/9/2017,Cat_2,Cat_8,2002,17198,low,3582,12454,96,NA,27,1527,2548,7241,21020,28467,12566,23536,7827,205
6/9/2017,Cat_4,Cat_8,8624,93107,low,16862,17210,318,45,41,11003,9788,26939,123624,157261,57830,109668,19298,938
6/9/2017,Cat_1,Cat_9,236,862,low,331,867,40,NA,32,84,307,272,1374,1762,977,1502,751,28
6/9/2017,Cat_2,Cat_9,64,718,low,271,1136,29,NA,33,107,63,148,1191,1311,670,648,359,41
6/9/2017,Cat_4,Cat_9,149,1293,low,862,719,29,28,29,232,229,386,4664,7165,2699,2689,313,32
6/10/2017,Cat_1,Cat_1,1252,4879,low,2145,3454,63,33,30,404,669,1018,4060,5279,3024,5145,1403,100
6/10/2017,Cat_2,Cat_1,308,1049,low,539,1000,56,NA,NA,100,145,303,1042,1107,579,918,257,47
6/10/2017,Cat_4,Cat_1,1108,2842,low,2351,653,83,28,32,343,238,520,2563,3012,1390,2239,230,62
6/10/2017,Cat_1,Cat_10,161,1039,low,1029,629,33,NA,NA,46,138,405,635,809,473,732,441,47
6/10/2017,Cat_2,Cat_10,358,1227,low,5106,1157,45,NA,33,69,135,695,502,783,287,528,212,46
6/10/2017,Cat_4,Cat_10,1801,6081,low,37438,3107,58,33,32,277,500,4355,3903,5586,2438,4075,342,100
6/10/2017,Cat_1,Cat_2,6751,37673,low,9790,22493,133,30,33,5823,5987,9218,56868,71398,34711,60100,16466,632
6/10/2017,Cat_2,Cat_2,1853,12578,low,3266,10365,63,NA,31,1601,1784,3145,20623,24935,12280,18776,4050,98
6/10/2017,Cat_4,Cat_2,5716,42141,low,14065,15638,149,47,29,5359,6176,9138,66501,101935,35008,63783,5823,601
6/10/2017,Cat_1,Cat_3,573,1862,low,1094,1333,28,33,32,127,355,390,1038,1448,800,1231,330,33
6/10/2017,Cat_2,Cat_3,117,633,low,439,401,41,32,27,103,123,143,390,507,292,388,96,29
6/10/2017,Cat_4,Cat_3,543,2489,low,3027,797,68,32,31,453,454,688,1236,1642,828,1087,116,47
6/10/2017,Cat_1,Cat_4,396,3066,low,974,2002,62,31,29,207,757,948,2844,3601,1850,3727,1135,98
6/10/2017,Cat_2,Cat_4,108,581,low,311,490,40,NA,40,75,168,451,643,982,435,783,249,43
6/10/2017,Cat_4,Cat_4,232,3320,low,11686,328,60,28,30,340,364,746,1998,2562,1238,1817,593,75
6/10/2017,Cat_1,Cat_5,13993,61247,high,33174,38126,250,31,47,7904,9171,14991,71192,76523,45931,84837,25845,840
6/10/2017,Cat_2,Cat_5,4266,23780,low,12608,15532,95,31,31,1771,2697,5995,24049,30551,16029,26886,6939,192
6/10/2017,Cat_4,Cat_5,17678,75181,low,55459,20337,284,28,33,11689,7776,22819,93169,122537,49983,97356,13221,1077
6/10/2017,Cat_1,Cat_6,NA,42,low,NA,31,NA,NA,NA,NA,NA,NA,28,27,33,28,42,NA
6/10/2017,Cat_4,Cat_6,NA,29,low,NA,31,NA,NA,NA,NA,NA,NA,28,28,28,32,NA,NA
6/10/2017,Cat_1,Cat_7,6638,15182,low,20226,9656,106,28,54,956,2159,2499,9384,11828,5230,9547,3774,280
6/10/2017,Cat_2,Cat_7,1877,3924,low,49746,3094,95,NA,86,359,724,820,2013,2961,1471,2418,723,70
6/10/2017,Cat_4,Cat_7,14277,19569,low,146837,6076,290,29,130,1696,4123,2638,9183,14097,5051,8450,768,177
6/10/2017,Cat_1,Cat_8,10470,85794,low,17275,37369,259,27,29,7790,12614,24985,107779,112554,57530,109613,45601,960
6/10/2017,Cat_2,Cat_8,2340,20518,low,4091,15095,59,NA,32,1907,2583,8369,31014,35647,17682,31419,10367,373
6/10/2017,Cat_4,Cat_8,11180,105613,low,22286,21868,237,83,27,12482,11522,31255,153746,211044,69517,134296,23353,902
6/10/2017,Cat_1,Cat_9,189,850,low,308,884,27,NA,32,127,255,183,1201,1365,732,1161,462,44
6/10/2017,Cat_2,Cat_9,64,637,low,227,1281,63,NA,31,82,129,225,1845,1981,1008,998,318,30
6/10/2017,Cat_4,Cat_9,237,1343,low,1159,894,47,29,27,394,340,386,6137,6680,3141,3296,447,32
6/11/2017,Cat_1,Cat_1,1032,4641,low,1597,2434,79,30,29,433,602,1102,3901,5090,2480,4730,1319,63
6/11/2017,Cat_2,Cat_1,472,1318,low,657,1143,33,NA,NA,114,134,290,1166,1358,859,1351,354,55
6/11/2017,Cat_4,Cat_1,823,2503,low,1790,940,82,28,29,215,333,536,2423,3042,1514,2370,139,29
6/11/2017,Cat_1,Cat_10,153,1294,low,1222,713,30,NA,NA,116,131,458,697,981,541,792,482,29
6/11/2017,Cat_2,Cat_10,696,1637,low,6112,1312,32,NA,33,60,163,955,692,985,446,875,394,27
6/11/2017,Cat_4,Cat_10,1963,6226,low,38648,3011,79,30,30,357,518,4342,3202,5642,2565,4032,368,91
6/11/2017,Cat_1,Cat_2,4992,39926,low,9159,26724,167,28,41,5668,5354,7791,62518,70650,36382,67481,16528,456
6/11/2017,Cat_2,Cat_2,2623,14454,low,4075,12454,57,NA,28,2005,2121,3729,25563,26756,13912,24160,4964,248
6/11/2017,Cat_4,Cat_2,5478,41613,low,12000,13993,290,33,27,6295,6281,10621,65521,102790,36305,58898,5970,811
6/11/2017,Cat_1,Cat_3,432,1826,low,1181,1027,30,32,31,236,286,431,1059,1343,772,1096,343,74
6/11/2017,Cat_2,Cat_3,169,653,low,614,530,54,27,31,138,106,140,479,566,254,396,142,31
6/11/2017,Cat_4,Cat_3,548,2129,low,2402,600,47,28,32,889,349,711,1465,1654,803,1388,165,61
6/11/2017,Cat_1,Cat_4,413,3184,low,1050,1956,33,28,33,236,828,891,3003,3351,2058,3288,1391,187
6/11/2017,Cat_2,Cat_4,123,688,low,253,466,27,NA,31,106,145,186,660,1008,524,627,224,43
6/11/2017,Cat_4,Cat_4,276,2266,low,8649,359,59,33,27,344,327,544,2186,2739,1175,1800,400,82
6/11/2017,Cat_1,Cat_5,14240,69132,high,30515,39030,185,33,28,7838,9487,15217,72432,91247,50279,80546,28163,544
6/11/2017,Cat_2,Cat_5,5368,24824,low,14374,18377,73,28,40,2340,2952,6563,29223,32784,17273,33585,7454,237
6/11/2017,Cat_4,Cat_5,15198,77293,low,61957,20421,236,41,48,11765,8297,26999,94913,121000,51794,100091,11331,819
6/11/2017,Cat_1,Cat_6,NA,32,low,NA,27,NA,NA,NA,NA,NA,NA,27,32,33,32,33,NA
6/11/2017,Cat_4,Cat_6,NA,31,low,NA,31,NA,NA,NA,NA,NA,NA,27,29,32,29,NA,NA
6/11/2017,Cat_1,Cat_7,6333,13508,low,15845,10446,118,31,61,892,2601,2621,8429,11379,4701,9402,3517,138
6/11/2017,Cat_2,Cat_7,2709,4267,low,48744,4937,41,NA,131,434,880,1258,2808,3444,1863,3119,698,84
6/11/2017,Cat_4,Cat_7,11846,18304,low,129198,5290,242,33,238,1819,4634,2443,8743,11305,5564,8954,755,228
6/11/2017,Cat_1,Cat_8,8982,97904,low,14292,38248,249,33,31,9849,12862,25498,101148,132362,59653,115964,42891,856
6/11/2017,Cat_2,Cat_8,2384,24986,low,4504,15847,66,NA,33,1996,3033,10774,29408,41690,20273,35260,11218,358
6/11/2017,Cat_4,Cat_8,9836,116605,low,22036,22365,422,42,28,13980,10102,38928,136692,218094,72525,159893,23269,1145
6/11/2017,Cat_1,Cat_9,102,605,low,312,743,30,NA,29,176,75,295,1497,1436,695,1169,446,63
6/11/2017,Cat_2,Cat_9,76,743,low,224,1437,30,NA,29,120,27,271,1810,2200,964,1059,352,31
6/11/2017,Cat_4,Cat_9,186,1542,low,755,867,58,27,30,521,402,406,6463,8590,3729,3541,429,33
6/12/2017,Cat_1,Cat_1,2556,6752,low,3599,4712,84,30,40,526,1258,1708,6464,7161,3622,7451,2270,153
6/12/2017,Cat_2,Cat_1,272,859,low,545,1151,59,NA,NA,125,160,256,1006,1384,714,970,400,42
6/12/2017,Cat_4,Cat_1,1242,2426,low,2232,1059,46,33,33,227,373,495,1942,2576,1253,1967,118,43
6/12/2017,Cat_1,Cat_10,294,1786,low,1850,993,43,NA,NA,44,230,565,730,1186,411,910,441,40
6/12/2017,Cat_2,Cat_10,515,1228,low,5273,1029,28,NA,27,46,179,671,374,616,202,454,271,46
6/12/2017,Cat_4,Cat_10,1979,4635,low,33363,2712,59,32,31,178,585,4826,3073,4374,1688,3384,290,63
6/12/2017,Cat_1,Cat_2,9462,50411,high,16478,36168,208,33,61,7283,11469,11140,87602,106340,44281,87214,23631,1058
6/12/2017,Cat_2,Cat_2,2041,11144,low,3448,9000,112,NA,29,1393,1727,2768,18405,19016,10521,16947,3165,197
6/12/2017,Cat_4,Cat_2,5445,31462,low,13038,12184,191,28,29,4849,5772,7626,63103,91901,33485,52732,4699,826
6/12/2017,Cat_1,Cat_3,757,2294,low,1971,1837,44,27,33,388,718,583,1730,1860,1061,1846,528,137
6/12/2017,Cat_2,Cat_3,147,627,low,521,577,45,32,32,133,185,224,519,577,394,411,172,30
6/12/2017,Cat_4,Cat_3,933,2743,low,3401,847,85,33,45,928,264,647,1891,2507,978,1567,158,61
6/12/2017,Cat_1,Cat_4,700,4257,low,1386,2303,47,29,41,227,1443,985,3932,5649,2191,4288,1844,142
6/12/2017,Cat_2,Cat_4,75,401,low,202,379,31,NA,31,75,130,169,641,740,384,617,209,30
6/12/2017,Cat_4,Cat_4,318,2352,low,9001,315,48,29,27,228,598,498,2071,2205,1101,1652,318,60
6/12/2017,Cat_1,Cat_5,18799,84160,high,47873,53576,235,28,31,10688,12332,20238,92059,114445,59798,106470,32469,1017
6/12/2017,Cat_2,Cat_5,4122,21433,low,12172,13215,75,33,30,1586,2352,5286,23115,24823,13093,22431,6327,252
6/12/2017,Cat_4,Cat_5,15303,68683,low,50742,20251,198,33,32,9019,7333,18903,90536,107925,47820,88845,10213,1171
6/12/2017,Cat_1,Cat_6,NA,28,low,NA,30,NA,NA,NA,NA,NA,NA,33,33,31,28,33,NA
6/12/2017,Cat_4,Cat_6,NA,30,low,NA,33,NA,NA,NA,NA,NA,NA,31,27,33,27,NA,NA
6/12/2017,Cat_1,Cat_7,11807,19688,low,31348,11965,102,28,28,1182,2827,3052,10597,14442,6665,11721,3793,247
6/12/2017,Cat_2,Cat_7,2021,3972,low,45170,3645,43,NA,60,252,816,907,2114,3022,1437,2238,565,74
6/12/2017,Cat_4,Cat_7,13327,17797,low,137535,4346,254,33,159,1516,3942,1915,8251,10927,4169,8679,669,297
6/12/2017,Cat_1,Cat_8,18930,128097,high,29343,58519,374,33,54,13550,18939,37334,164840,165051,83558,187848,64592,1788
6/12/2017,Cat_2,Cat_8,2287,22717,low,3758,12224,84,NA,33,1480,2551,7316,28459,35308,13507,27047,8962,172
6/12/2017,Cat_4,Cat_8,8806,106062,low,21583,18255,348,30,44,12747,10137,29086,119751,171531,67770,126882,18901,864
6/12/2017,Cat_1,Cat_9,179,949,low,422,1074,27,NA,32,129,272,357,1675,1718,790,1298,840,56
6/12/2017,Cat_2,Cat_9,104,584,low,325,1120,27,NA,33,111,229,202,1608,1780,795,932,324,31
6/12/2017,Cat_4,Cat_9,77,1251,low,706,535,44,29,42,349,256,389,5116,6118,2184,2414,259,81
6/13/2017,Cat_1,Cat_1,2442,5806,low,3849,4686,110,46,32,729,1139,1546,6020,7293,4482,7356,2106,131
6/13/2017,Cat_2,Cat_1,467,979,low,704,789,28,NA,NA,89,105,336,1088,1111,608,1001,225,30
6/13/2017,Cat_4,Cat_1,1038,2070,low,1987,628,95,28,27,188,259,504,2001,2265,1098,1905,195,45
6/13/2017,Cat_1,Cat_10,251,1463,low,1501,668,27,NA,NA,78,175,566,778,971,539,955,320,48
6/13/2017,Cat_2,Cat_10,270,1048,low,4864,1004,29,NA,33,40,79,489,381,577,167,408,194,30
6/13/2017,Cat_4,Cat_10,1344,5341,low,24666,2072,44,33,27,173,403,4461,2817,3800,1631,3165,222,53
6/13/2017,Cat_1,Cat_2,10027,51032,low,16442,32733,259,86,41,7162,10403,11630,75458,101158,46209,80898,21813,1107
6/13/2017,Cat_2,Cat_2,1733,10379,low,3037,9312,62,NA,28,1100,1734,2814,15441,21380,10589,17084,3678,162
6/13/2017,Cat_4,Cat_2,5118,31075,low,11231,11491,220,54,32,4931,6098,8084,61712,83766,32599,53802,4611,748
6/13/2017,Cat_1,Cat_3,723,1534,low,1308,1216,27,27,31,353,548,437,1553,1547,912,1352,395,32
6/13/2017,Cat_2,Cat_3,190,475,low,595,466,28,32,30,169,125,263,377,494,211,285,63,44
6/13/2017,Cat_4,Cat_3,424,1759,low,1935,643,62,27,27,696,354,500,1552,2057,1088,1225,198,63
6/13/2017,Cat_1,Cat_4,681,4614,low,1757,2452,57,59,33,293,1347,1180,3456,4380,2254,4048,1721,175
6/13/2017,Cat_2,Cat_4,131,428,low,268,321,27,NA,29,61,130,57,334,401,235,365,132,48
6/13/2017,Cat_4,Cat_4,159,2503,low,10094,321,56,28,31,212,335,512,1824,2510,922,1528,178,61
6/13/2017,Cat_1,Cat_5,20900,72160,high,43063,44808,242,47,31,10544,12802,19773,99750,115498,55207,100378,35885,1133
6/13/2017,Cat_2,Cat_5,4248,18322,low,11223,12393,63,33,32,1551,2459,4967,19910,24109,12870,22386,5964,139
6/13/2017,Cat_4,Cat_5,16553,70921,low,46074,16436,371,53,27,7909,7376,19504,80053,94457,38291,81347,10860,866
6/13/2017,Cat_1,Cat_6,NA,32,low,NA,32,NA,NA,NA,NA,NA,NA,29,29,29,27,28,NA
6/13/2017,Cat_4,Cat_6,NA,28,low,NA,29,NA,NA,NA,NA,NA,NA,27,27,32,32,NA,NA
6/13/2017,Cat_1,Cat_7,10104,20255,low,26473,13870,140,29,54,1513,2547,3734,9282,14974,6219,12928,5061,297
6/13/2017,Cat_2,Cat_7,2198,4177,low,45376,2844,27,NA,61,197,601,871,2029,2760,1418,2015,694,62
6/13/2017,Cat_4,Cat_7,12957,20301,low,146913,4028,294,29,126,1621,3992,2739,7546,10456,4643,7942,549,149
6/13/2017,Cat_1,Cat_8,17587,122881,high,29541,59951,478,45,47,12670,16953,34557,163932,168052,75111,150229,71225,1173
6/13/2017,Cat_2,Cat_8,2393,21785,low,3940,11466,60,NA,32,1904,2268,6792,24582,28877,15253,27166,8235,235
6/13/2017,Cat_4,Cat_8,9779,101955,low,20601,20608,250,41,32,12453,10065,28008,137902,167783,66274,124040,22905,1086
6/13/2017,Cat_1,Cat_9,290,1203,low,589,1108,46,NA,28,188,215,365,1551,2091,1010,1856,1001,27
6/13/2017,Cat_2,Cat_9,118,599,low,252,1570,32,NA,32,53,124,139,1495,1775,946,1162,414,32
6/13/2017,Cat_4,Cat_9,151,1351,low,664,606,30,31,43,270,397,396,5375,6043,2611,2898,202,62
6/14/2017,Cat_1,Cat_1,2188,6124,low,3337,4245,185,33,28,382,963,1215,6539,7347,3965,6834,2499,135
6/14/2017,Cat_2,Cat_1,238,769,low,519,724,31,NA,NA,86,102,202,934,942,590,801,209,40
6/14/2017,Cat_4,Cat_1,938,2653,low,1971,846,88,42,31,225,373,445,2299,2546,1243,2088,118,27
6/14/2017,Cat_1,Cat_10,234,1407,low,1171,841,28,NA,NA,72,146,378,543,660,444,666,307,29
6/14/2017,Cat_2,Cat_10,283,1162,low,4815,1008,40,NA,31,63,109,701,358,480,251,369,173,31
6/14/2017,Cat_4,Cat_10,1296,5011,low,25016,1908,41,33,28,245,337,3902,2477,3856,1679,3133,236,96
6/14/2017,Cat_1,Cat_2,10462,46860,low,18259,36482,273,28,31,7045,9992,10513,76946,83310,40923,74746,24508,990
6/14/2017,Cat_2,Cat_2,1689,10675,low,2941,8282,108,NA,27,1184,1464,2530,17410,18542,8611,13376,3580,97
6/14/2017,Cat_4,Cat_2,5189,34268,low,11119,11716,255,47,47,5488,5419,8754,55867,80460,33509,48433,4562,689
6/14/2017,Cat_1,Cat_3,637,1962,low,1417,1173,45,32,29,260,521,466,1029,1269,695,1219,391,82
6/14/2017,Cat_2,Cat_3,110,545,low,278,384,30,29,32,77,102,176,309,353,172,216,109,43
6/14/2017,Cat_4,Cat_3,502,2798,low,2381,404,29,33,29,750,621,602,1445,2221,756,1242,160,88
6/14/2017,Cat_1,Cat_4,696,4099,low,1684,1826,60,28,27,272,982,922,3379,3982,2131,4293,1651,87
6/14/2017,Cat_2,Cat_4,113,404,low,204,414,47,NA,31,59,64,122,582,594,321,481,130,48
6/14/2017,Cat_4,Cat_4,231,2708,low,8077,400,58,31,32,130,511,434,1805,2404,1123,1796,327,57
6/14/2017,Cat_1,Cat_5,18988,75657,high,38334,47630,238,41,43,8943,9931,18822,92218,94403,51043,101399,32778,798
6/14/2017,Cat_2,Cat_5,4255,16145,low,10294,11563,63,28,41,1434,2513,4772,20093,24311,10761,20410,5628,181
6/14/2017,Cat_4,Cat_5,14042,63743,low,50469,14792,195,28,27,10275,8340,19511,79876,96250,39419,75235,9131,636
6/14/2017,Cat_1,Cat_6,NA,32,low,NA,32,NA,NA,NA,NA,NA,NA,29,27,32,33,32,NA
6/14/2017,Cat_4,Cat_6,NA,28,low,NA,32,NA,NA,NA,NA,NA,NA,30,31,27,29,NA,NA
6/14/2017,Cat_1,Cat_7,11450,20407,low,26571,13136,212,27,96,1258,3406,4569,12803,14800,7042,13889,6780,302
6/14/2017,Cat_2,Cat_7,2639,4540,low,45801,3630,63,NA,74,336,611,1157,2691,3160,1847,2603,870,82
6/14/2017,Cat_4,Cat_7,13766,21212,low,124867,4229,203,31,149,1436,3488,2471,9543,13586,5035,9633,2203,196
6/14/2017,Cat_1,Cat_8,15204,115942,high,26459,48856,384,32,28,12041,18113,34877,150239,176201,85356,179161,60146,1460
6/14/2017,Cat_2,Cat_8,2167,19358,low,3872,11489,72,NA,28,1501,2658,7236,25562,27224,15417,25650,7719,201
6/14/2017,Cat_4,Cat_8,10399,90122,low,21201,17186,319,79,48,12015,9088,29384,118381,166132,61872,128251,22026,1029
6/14/2017,Cat_1,Cat_9,203,1132,low,512,983,27,NA,46,123,209,310,1763,1933,968,1784,1037,31
6/14/2017,Cat_2,Cat_9,75,633,low,210,1006,42,NA,27,57,85,192,1475,1822,798,906,303,40
6/14/2017,Cat_4,Cat_9,146,1337,low,766,791,31,32,33,390,334,353,5729,7055,2988,2724,289,33
6/15/2017,Cat_1,Cat_1,2048,6269,low,3496,3590,84,28,32,307,1061,1483,5419,6043,3047,5615,2274,124
6/15/2017,Cat_2,Cat_1,340,680,low,425,466,30,NA,NA,58,60,240,802,1073,527,767,219,29
6/15/2017,Cat_4,Cat_1,1024,2482,low,2301,679,58,42,28,274,301,278,1570,2385,985,1888,234,43
6/15/2017,Cat_1,Cat_10,194,1554,low,1334,753,28,NA,NA,86,132,520,945,1093,616,996,412,29
6/15/2017,Cat_2,Cat_10,442,936,low,5114,960,42,NA,32,61,113,481,266,382,175,305,226,27
6/15/2017,Cat_4,Cat_10,1060,4405,low,23405,2039,31,31,27,212,270,3968,2318,3341,1756,2911,243,70
6/15/2017,Cat_1,Cat_2,10049,51603,low,15421,32765,235,27,45,7360,9895,10221,80048,102940,47287,83619,24801,1273
6/15/2017,Cat_2,Cat_2,1425,9384,low,2918,8412,59,NA,29,1328,1638,2285,16791,21383,9156,16334,3715,132
6/15/2017,Cat_4,Cat_2,5373,36931,low,13766,13369,290,33,27,5587,6610,7847,64510,93898,34016,54450,4591,576
6/15/2017,Cat_1,Cat_3,10888,9299,low,26127,11618,63,28,27,457,3290,1734,3167,3482,2057,4149,1986,132
6/15/2017,Cat_2,Cat_3,2266,2231,low,6945,2903,47,30,31,138,778,559,872,1001,569,943,267,33
6/15/2017,Cat_4,Cat_3,7615,9463,low,31165,3742,80,27,27,1004,3174,2262,2931,3863,1868,3072,370,67
6/15/2017,Cat_1,Cat_4,587,3654,low,1510,1729,61,30,31,322,1176,850,3825,4991,2255,3764,1653,349
6/15/2017,Cat_2,Cat_4,126,363,low,212,372,43,NA,31,78,107,101,389,583,253,483,161,69
6/15/2017,Cat_4,Cat_4,518,2984,low,7905,486,58,27,33,193,556,440,2106,2492,1354,1962,340,56
6/15/2017,Cat_1,Cat_5,17554,72562,high,44061,46267,237,33,28,10465,11982,19663,96529,102489,55274,99653,32198,826
6/15/2017,Cat_2,Cat_5,3909,18801,low,10883,13439,97,30,29,1463,2388,5219,21668,27563,13351,22580,5324,170
6/15/2017,Cat_4,Cat_5,15196,71675,low,53500,18449,311,31,44,9409,7739,21083,91511,116510,47959,76701,12499,736
6/15/2017,Cat_1,Cat_6,NA,27,low,NA,30,NA,NA,NA,NA,NA,NA,29,30,27,33,33,NA
6/15/2017,Cat_4,Cat_6,NA,29,low,NA,31,NA,NA,NA,NA,NA,NA,28,30,30,28,NA,NA
6/15/2017,Cat_1,Cat_7,13184,37357,low,27324,15620,206,32,65,1396,4650,9924,15547,24018,9519,20590,9282,267
6/15/2017,Cat_2,Cat_7,2127,5391,low,41408,4184,84,NA,99,246,998,1154,2582,3909,1950,2876,997,59
6/15/2017,Cat_4,Cat_7,15814,32158,low,153716,5573,307,32,81,1499,4951,4364,10497,15621,6415,11624,1163,222
6/15/2017,Cat_1,Cat_8,16694,129374,high,25590,51690,249,41,46,11797,18460,36098,135077,174673,80258,152305,66791,1652
6/15/2017,Cat_2,Cat_8,2118,18921,low,3954,10843,78,NA,33,1972,2667,6727,24594,30294,15404,24769,8238,224
6/15/2017,Cat_4,Cat_8,9548,95128,low,20547,20569,231,64,29,12044,11282,29054,141912,177446,73871,124954,21759,944
6/15/2017,Cat_1,Cat_9,234,1093,low,578,1141,33,NA,30,207,285,236,1782,1846,999,1903,953,62
6/15/2017,Cat_2,Cat_9,121,543,low,303,993,41,NA,29,117,197,205,1464,2024,758,922,325,59
6/15/2017,Cat_4,Cat_9,158,1427,low,1009,742,43,41,30,322,273,276,5933,8259,3111,3267,235,59
6/16/2017,Cat_1,Cat_1,1839,4788,low,3331,3267,95,27,31,333,1012,1278,5392,6660,3181,5827,2257,130
6/16/2017,Cat_2,Cat_1,413,853,low,539,819,32,NA,NA,109,123,146,951,1073,494,882,279,31
6/16/2017,Cat_4,Cat_1,968,2257,low,1810,689,69,31,29,201,265,512,1831,2261,1102,1792,196,32
6/16/2017,Cat_1,Cat_10,177,1019,low,1019,763,27,NA,NA,59,270,363,653,743,621,680,291,30
6/16/2017,Cat_2,Cat_10,436,1037,low,5085,897,30,NA,27,61,133,553,376,585,288,365,105,45
6/16/2017,Cat_4,Cat_10,1194,3644,low,28709,1846,63,33,29,112,341,2950,2751,3905,1566,2770,136,79
6/16/2017,Cat_1,Cat_2,8619,50713,low,16462,28310,243,29,43,6535,9427,10540,71484,96192,38819,86858,23987,1179
6/16/2017,Cat_2,Cat_2,2064,10560,low,3539,8662,117,NA,30,1290,1727,2364,15424,19143,9200,17844,3756,117
6/16/2017,Cat_4,Cat_2,4936,33793,low,11340,10254,295,40,32,5153,5261,9551,60326,81270,30238,57065,4849,650
6/16/2017,Cat_1,Cat_3,3447,3028,low,7438,3458,32,29,27,268,1001,549,1833,1956,1146,1827,918,40
6/16/2017,Cat_2,Cat_3,762,861,low,2035,1348,46,29,28,109,241,248,527,672,312,561,181,45
6/16/2017,Cat_4,Cat_3,1692,3455,low,11214,1016,48,31,27,829,798,713,1803,2300,1084,1476,258,59
6/16/2017,Cat_1,Cat_4,569,3601,low,1396,1708,32,32,33,230,957,807,3481,4446,2568,3924,1597,218
6/16/2017,Cat_2,Cat_4,127,332,low,321,360,30,NA,31,46,96,85,639,768,404,669,201,30
6/16/2017,Cat_4,Cat_4,389,2119,low,9365,228,71,30,28,244,432,284,1989,2528,1341,1900,351,47
6/16/2017,Cat_1,Cat_5,17556,77816,high,38194,43604,311,63,43,8595,11391,16685,81714,94485,51405,96274,31780,690
6/16/2017,Cat_2,Cat_5,4099,17638,low,10146,14500,111,29,44,1769,2575,5857,20659,28427,12193,21505,6478,163
6/16/2017,Cat_4,Cat_5,14355,67072,low,48435,16957,381,48,44,10558,8024,20778,79976,114664,40387,87814,10220,646
6/16/2017,Cat_1,Cat_6,NA,27,low,NA,30,NA,NA,NA,NA,NA,NA,30,31,28,28,28,NA
6/16/2017,Cat_4,Cat_6,NA,27,low,NA,30,NA,NA,NA,NA,NA,NA,29,31,28,31,NA,NA
6/16/2017,Cat_1,Cat_7,9034,16769,low,23351,13191,105,30,56,1147,3042,3808,10841,14539,6455,11666,5564,248
6/16/2017,Cat_2,Cat_7,2351,4050,low,51484,3501,45,NA,128,257,729,714,2359,3527,1503,2472,726,30
6/16/2017,Cat_4,Cat_7,13536,20565,low,140419,4446,283,28,107,1495,3519,2079,9875,13351,4958,9034,761,229
6/16/2017,Cat_1,Cat_8,12991,117560,low,23885,50016,242,31,40,9791,15149,32278,143962,167828,73998,141430,57576,1184
6/16/2017,Cat_2,Cat_8,1922,20327,low,3732,11874,72,NA,29,1637,1931,7568,22147,29645,14401,23894,7150,254
6/16/2017,Cat_4,Cat_8,9423,91044,low,19386,15270,239,40,30,11576,9742,30734,121001,184097,57979,139826,21198,896
6/16/2017,Cat_1,Cat_9,100,901,low,546,1074,30,NA,32,180,204,221,1546,1760,875,1633,795,54
6/16/2017,Cat_2,Cat_9,62,461,low,214,827,31,NA,31,133,59,215,1362,1549,741,864,270,30
6/16/2017,Cat_4,Cat_9,110,992,low,896,618,30,30,27,261,280,141,4779,7050,2467,2185,218,60
6/17/2017,Cat_1,Cat_1,1406,4233,low,2549,3156,71,32,31,430,602,900,4559,5263,3309,5265,1381,169
6/17/2017,Cat_2,Cat_1,417,1081,low,650,897,61,NA,NA,100,129,268,932,1055,523,898,235,28
