Date,CategoricalFeature1,CategoricalFeature2,Activity1,Activity2,Target,Activity3,Activity4,Activity5,Activity6,Activity7,Activity8,Activity9,Activity10,Activity11,Activity12,Activity13,Activity14,Activity15,Activity16
3/30/2015,Cat_1,Cat_5,NA,50197,high,24872,46780,NA,NA,10437,NA,14775,32434,92412,127514,61566,NA,33681,NA
3/30/2015,Cat_3,Cat_5,NA,7083,low,3181,6895,NA,NA,1340,NA,1739,4915,15074,18433,10520,NA,4736,NA
3/30/2015,Cat_4,Cat_5,NA,858,low,4338,2903,NA,NA,929,NA,2326,8912,5002,5929,2368,NA,5418,NA
3/30/2015,Cat_1,Cat_6,NA,30,low,28,30,NA,NA,29,NA,NA,43,29,32,NA,NA,NA,NA
3/30/2015,Cat_4,Cat_6,NA,NA,low,NA,29,NA,NA,NA,NA,NA,27,32,46,NA,NA,NA,NA
3/30/2015,Cat_1,Cat_7,NA,16719,low,28019,14668,NA,NA,50381,NA,3753,10730,18034,29701,9793,NA,7343,NA
3/30/2015,Cat_3,Cat_7,NA,1358,low,3654,1321,NA,NA,14834,NA,267,589,1549,2021,1069,NA,641,NA
3/30/2015,Cat_4,Cat_7,NA,410,low,31244,1239,NA,NA,55626,NA,1521,3533,927,1727,394,NA,662,NA
3/30/2015,Cat_1,Cat_8,NA,85727,high,42071,55602,NA,NA,14452,NA,27079,65025,186703,200041,100043,NA,78882,NA
3/30/2015,Cat_3,Cat_8,NA,16463,low,8321,13313,NA,NA,1990,NA,3324,12110,35864,41461,22352,NA,13382,NA
3/30/2015,Cat_4,Cat_8,NA,7743,high,51050,41122,NA,NA,6046,NA,21370,106792,95760,122717,41310,NA,46410,NA
3/30/2015,Cat_1,Cat_9,NA,2221,low,2291,3974,NA,NA,655,NA,1457,2149,6961,7922,3788,NA,2333,NA
3/30/2015,Cat_3,Cat_9,NA,1791,low,669,4149,NA,NA,231,NA,1182,1576,3052,5129,2238,NA,1322,NA
3/30/2015,Cat_4,Cat_9,NA,2723,low,11596,9992,NA,NA,1096,NA,6421,19799,7699,13824,4025,NA,3203,NA
3/31/2015,Cat_1,Cat_1,NA,3182,low,2760,1975,NA,NA,875,NA,1057,1627,5151,6258,3421,NA,1538,NA
3/31/2015,Cat_3,Cat_1,NA,367,low,473,342,NA,NA,231,NA,85,175,753,824,533,NA,185,NA
3/31/2015,Cat_4,Cat_1,NA,41,low,246,131,NA,NA,126,NA,67,47,93,114,58,NA,41,NA
3/31/2015,Cat_1,Cat_10,NA,703,low,724,1148,NA,NA,6972,NA,170,388,1262,1586,640,NA,381,NA
3/31/2015,Cat_3,Cat_10,NA,263,low,307,662,NA,NA,6105,NA,76,138,474,582,252,NA,135,NA
3/31/2015,Cat_4,Cat_10,NA,507,low,4087,3502,NA,NA,43887,NA,749,5592,3977,5026,1671,NA,1393,NA
3/31/2015,Cat_1,Cat_11,NA,27,low,33,30,NA,NA,NA,NA,NA,NA,30,33,NA,NA,30,NA
3/31/2015,Cat_1,Cat_2,NA,45964,high,28692,34539,NA,NA,11056,NA,14584,22331,108680,130829,56509,NA,28613,NA
3/31/2015,Cat_3,Cat_2,NA,5979,low,3807,6111,NA,NA,1977,NA,1554,3675,16973,20956,10581,NA,3647,NA
3/31/2015,Cat_4,Cat_2,NA,2522,low,22499,18786,NA,NA,15155,NA,10872,37245,31667,46321,14044,NA,18861,NA
3/31/2015,Cat_1,Cat_3,NA,1109,low,1010,848,NA,NA,280,NA,385,400,1738,1823,980,NA,388,NA
3/31/2015,Cat_3,Cat_3,NA,155,low,121,216,NA,NA,63,NA,68,94,305,319,211,NA,101,NA
3/31/2015,Cat_4,Cat_3,NA,90,low,555,312,NA,NA,191,NA,129,1349,605,762,323,NA,101,NA
3/31/2015,Cat_1,Cat_4,NA,7589,low,9854,6937,NA,NA,2415,NA,2825,5031,10783,13599,6853,NA,4948,NA
3/31/2015,Cat_3,Cat_4,NA,480,low,807,546,NA,NA,200,NA,186,365,782,916,428,NA,304,NA
3/31/2015,Cat_4,Cat_4,NA,1042,low,4495,2509,NA,NA,1819,NA,2837,8289,2319,3690,1190,NA,2077,NA
3/31/2015,Cat_1,Cat_5,NA,52157,high,33818,39628,NA,NA,8718,NA,13261,34424,101835,109036,59576,NA,35006,NA
3/31/2015,Cat_3,Cat_5,NA,6458,low,4844,7071,NA,NA,1260,NA,1535,3934,13275,17985,9180,NA,4451,NA
3/31/2015,Cat_4,Cat_5,NA,670,low,4596,3012,NA,NA,1071,NA,1880,10321,4708,5639,2556,NA,5181,NA
3/31/2015,Cat_1,Cat_6,NA,31,low,32,30,NA,NA,30,NA,NA,27,28,32,NA,NA,NA,NA
3/31/2015,Cat_4,Cat_6,NA,NA,low,NA,31,NA,NA,NA,NA,NA,27,29,33,NA,NA,NA,NA
3/31/2015,Cat_1,Cat_7,NA,17106,low,25238,15592,NA,NA,31675,NA,3743,10548,16790,23003,9143,NA,5156,NA
3/31/2015,Cat_3,Cat_7,NA,965,low,2238,1169,NA,NA,11233,NA,244,487,1115,1872,774,NA,394,NA
3/31/2015,Cat_4,Cat_7,NA,401,low,19445,1104,NA,NA,55149,NA,1209,3828,1007,1584,469,NA,707,NA
3/31/2015,Cat_1,Cat_8,NA,89539,high,46983,51546,NA,NA,8115,NA,24496,53279,161928,211966,91184,NA,69992,NA
3/31/2015,Cat_3,Cat_8,NA,13043,low,9586,10734,NA,NA,1898,NA,2839,9633,28692,36974,18799,NA,12254,NA
3/31/2015,Cat_4,Cat_8,NA,7017,low,49294,36037,NA,NA,4658,NA,19964,82033,81975,113121,40200,NA,45550,NA
3/31/2015,Cat_1,Cat_9,NA,2357,low,2568,3237,NA,NA,478,NA,1170,1943,5814,7441,3316,NA,2120,NA
3/31/2015,Cat_3,Cat_9,NA,1848,low,781,3628,NA,NA,178,NA,1388,1309,3839,5044,2493,NA,1102,NA
3/31/2015,Cat_4,Cat_9,NA,2657,low,10293,10835,NA,NA,1207,NA,6185,16187,7579,13580,4401,NA,2913,NA
4/1/2015,Cat_1,Cat_1,NA,3340,low,4185,2606,NA,NA,2196,NA,1227,2016,5036,6002,3073,NA,1354,NA
4/1/2015,Cat_3,Cat_1,NA,540,low,477,542,NA,NA,314,NA,161,325,779,798,606,NA,103,NA
4/1/2015,Cat_4,Cat_1,NA,77,low,551,197,NA,NA,89,NA,78,60,71,72,63,NA,45,NA
4/1/2015,Cat_1,Cat_10,NA,883,low,901,449,NA,NA,862,NA,170,1538,722,978,479,NA,302,NA
4/1/2015,Cat_3,Cat_10,NA,154,low,360,182,NA,NA,516,NA,87,286,259,321,117,NA,54,NA
4/1/2015,Cat_4,Cat_10,NA,238,low,2935,1162,NA,NA,2243,NA,538,29168,582,930,269,NA,682,NA
4/1/2015,Cat_1,Cat_11,NA,27,low,NA,NA,NA,NA,29,NA,NA,NA,31,28,NA,NA,NA,NA
4/1/2015,Cat_1,Cat_2,NA,45738,low,35210,32632,NA,NA,14057,NA,13876,31814,101118,120441,54796,NA,22936,NA
4/1/2015,Cat_3,Cat_2,NA,6235,low,6098,6284,NA,NA,3235,NA,1465,4527,15135,18253,10639,NA,3527,NA
4/1/2015,Cat_4,Cat_2,NA,2522,low,24779,15744,NA,NA,11537,NA,10148,54704,29769,45892,14064,NA,19385,NA
4/1/2015,Cat_1,Cat_3,NA,18058,low,22090,14304,NA,NA,3382,NA,3692,11453,17267,23361,10945,NA,9616,NA
4/1/2015,Cat_3,Cat_3,NA,3752,low,5663,4255,NA,NA,521,NA,959,2318,4325,5090,3028,NA,2455,NA
4/1/2015,Cat_4,Cat_3,NA,4355,low,36082,17478,NA,NA,1073,NA,4796,62903,6019,9015,3766,NA,2786,NA
4/1/2015,Cat_1,Cat_4,NA,9234,low,14576,6672,NA,NA,4007,NA,3288,6157,12509,15685,7501,NA,4608,NA
4/1/2015,Cat_3,Cat_4,NA,739,low,1400,665,NA,NA,1026,NA,243,498,861,1026,519,NA,300,NA
4/1/2015,Cat_4,Cat_4,NA,1106,low,5289,2576,NA,NA,2594,NA,2819,10709,2360,4347,1383,NA,2153,NA
4/1/2015,Cat_1,Cat_5,NA,64691,high,42775,48652,NA,NA,9884,NA,14801,44533,103163,132448,69194,NA,35414,NA
4/1/2015,Cat_3,Cat_5,NA,9082,low,7289,7724,NA,NA,1893,NA,2176,7481,19795,21691,12806,NA,5606,NA
4/1/2015,Cat_4,Cat_5,NA,1324,low,12241,7119,NA,NA,1493,NA,4891,29979,9490,13427,5516,NA,9901,NA
4/1/2015,Cat_1,Cat_6,NA,29,low,32,46,NA,NA,30,NA,NA,NA,46,43,NA,NA,NA,NA
4/1/2015,Cat_4,Cat_6,NA,NA,low,NA,NA,NA,NA,NA,NA,NA,30,29,28,NA,NA,NA,NA
4/1/2015,Cat_1,Cat_7,NA,32920,low,42362,36747,NA,NA,270763,NA,6745,13454,29428,39390,16163,NA,8396,NA
4/1/2015,Cat_3,Cat_7,NA,2132,low,3691,2176,NA,NA,35452,NA,457,1005,1725,2567,1242,NA,516,NA
4/1/2015,Cat_4,Cat_7,NA,531,low,13239,1092,NA,NA,26819,NA,3537,6054,777,1454,360,NA,656,NA
4/1/2015,Cat_1,Cat_8,NA,94374,high,60270,57629,NA,NA,17114,NA,24661,76757,174140,219516,101440,NA,87858,NA
4/1/2015,Cat_3,Cat_8,NA,13155,low,10203,10453,NA,NA,2854,NA,3114,11553,26963,33829,18113,NA,11688,NA
4/1/2015,Cat_4,Cat_8,NA,7432,high,56368,38575,NA,NA,4848,NA,21467,95123,73085,100023,33758,NA,50083,NA
4/1/2015,Cat_1,Cat_9,NA,2914,low,4124,3304,NA,NA,1369,NA,1279,3138,6420,7493,3692,NA,2300,NA
4/1/2015,Cat_3,Cat_9,NA,2207,low,1061,3993,NA,NA,222,NA,1136,1903,3512,4845,2857,NA,1240,NA
4/1/2015,Cat_4,Cat_9,NA,4135,low,21166,14448,NA,NA,668,NA,8498,30088,13064,21843,5758,NA,3908,NA
4/2/2015,Cat_1,Cat_1,NA,3606,low,3646,2781,NA,NA,2066,NA,1219,2062,4798,6284,3312,NA,1494,NA
4/2/2015,Cat_3,Cat_1,NA,446,low,524,439,NA,NA,369,NA,183,343,765,838,550,NA,154,NA
4/2/2015,Cat_4,Cat_1,NA,28,low,362,104,NA,NA,66,NA,76,53,100,122,45,NA,61,NA
4/2/2015,Cat_1,Cat_10,NA,1008,low,905,588,NA,NA,557,NA,180,1361,939,1439,734,NA,438,NA
4/2/2015,Cat_3,Cat_10,NA,204,low,505,196,NA,NA,85,NA,53,647,297,369,168,NA,144,NA
4/2/2015,Cat_4,Cat_10,NA,324,low,5037,1719,NA,NA,472,NA,1296,36747,756,985,388,NA,723,NA
4/2/2015,Cat_1,Cat_11,NA,30,low,NA,NA,NA,NA,33,NA,NA,NA,27,28,NA,NA,NA,NA
4/2/2015,Cat_1,Cat_2,NA,46162,low,29236,33791,NA,NA,13456,NA,13507,28389,102466,120395,59495,NA,21950,NA
4/2/2015,Cat_3,Cat_2,NA,7028,low,5071,5692,NA,NA,2167,NA,1656,4000,15368,19260,10629,NA,2876,NA
4/2/2015,Cat_4,Cat_2,NA,2882,low,21914,18891,NA,NA,10342,NA,9789,50753,28113,39750,13897,NA,18778,NA
4/2/2015,Cat_1,Cat_3,NA,15021,low,20273,12630,NA,NA,2623,NA,2391,8963,15776,19598,9344,NA,8129,NA
4/2/2015,Cat_3,Cat_3,NA,1672,low,2637,1858,NA,NA,393,NA,651,1336,2900,3292,1663,NA,1072,NA
4/2/2015,Cat_4,Cat_3,NA,2690,low,19130,9691,NA,NA,601,NA,2674,24806,3611,6229,2070,NA,1413,NA
4/2/2015,Cat_1,Cat_4,NA,8756,low,9945,7513,NA,NA,2910,NA,2812,5775,11383,15237,7846,NA,5428,NA
4/2/2015,Cat_3,Cat_4,NA,686,low,1143,702,NA,NA,372,NA,121,294,1081,1543,849,NA,245,NA
4/2/2015,Cat_4,Cat_4,NA,1337,low,5385,2635,NA,NA,1816,NA,2679,11273,2678,3845,1492,NA,1714,NA
4/2/2015,Cat_1,Cat_5,NA,39148,low,26376,30586,NA,NA,7158,NA,10750,25785,86948,103533,43478,NA,26111,NA
4/2/2015,Cat_3,Cat_5,NA,7277,low,5112,7937,NA,NA,1594,NA,1239,5430,17250,18613,10860,NA,4168,NA
4/2/2015,Cat_4,Cat_5,NA,1424,low,11102,6214,NA,NA,1521,NA,3441,21989,10557,12863,5159,NA,5528,NA
4/2/2015,Cat_1,Cat_6,NA,29,low,28,33,NA,NA,28,NA,NA,NA,31,27,NA,NA,NA,NA
4/2/2015,Cat_4,Cat_6,NA,NA,low,NA,NA,NA,NA,NA,NA,NA,30,31,31,NA,NA,NA,NA
4/2/2015,Cat_1,Cat_7,NA,19525,low,30727,18772,NA,NA,17567,NA,3924,11588,20644,30532,11662,NA,6900,NA
4/2/2015,Cat_3,Cat_7,NA,1268,low,2042,1218,NA,NA,5671,NA,132,574,1440,1820,809,NA,457,NA
4/2/2015,Cat_4,Cat_7,NA,426,low,10100,1012,NA,NA,12509,NA,1336,5432,738,1085,397,NA,590,NA
4/2/2015,Cat_1,Cat_8,NA,88394,high,50338,69971,NA,NA,14273,NA,24496,81925,192631,225458,95988,NA,85352,NA
4/2/2015,Cat_3,Cat_8,NA,13430,low,8802,12282,NA,NA,2693,NA,2881,12272,28790,40102,17348,NA,12567,NA
4/2/2015,Cat_4,Cat_8,NA,6982,high,52631,36993,NA,NA,3859,NA,19668,110360,67761,100945,35538,NA,45225,NA
4/2/2015,Cat_1,Cat_9,NA,2644,low,3153,4001,NA,NA,745,NA,1299,3066,6113,7588,3090,NA,2105,NA
4/2/2015,Cat_3,Cat_9,NA,2019,low,1190,3610,NA,NA,315,NA,1301,1595,3817,5309,2806,NA,890,NA
4/2/2015,Cat_4,Cat_9,NA,1973,low,12061,10649,NA,NA,361,NA,5699,17186,11075,18255,5693,NA,2677,NA
4/3/2015,Cat_1,Cat_1,NA,3347,low,3569,2358,NA,NA,1521,NA,865,1739,4305,5188,3144,NA,1409,NA
4/3/2015,Cat_3,Cat_1,NA,486,low,486,512,NA,NA,245,NA,151,269,829,960,583,NA,173,NA
4/3/2015,Cat_4,Cat_1,NA,33,low,258,121,NA,NA,80,NA,97,66,97,132,74,NA,61,NA
4/3/2015,Cat_1,Cat_10,NA,725,low,631,375,NA,NA,376,NA,178,1112,954,1320,664,NA,334,NA
4/3/2015,Cat_3,Cat_10,NA,189,low,664,286,NA,NA,93,NA,113,429,277,391,176,NA,175,NA
4/3/2015,Cat_4,Cat_10,NA,313,low,4253,2520,NA,NA,403,NA,1505,37217,598,938,270,NA,698,NA
4/3/2015,Cat_1,Cat_11,NA,31,low,NA,NA,NA,NA,29,NA,NA,NA,29,28,NA,NA,NA,NA
4/3/2015,Cat_1,Cat_2,NA,39549,low,26555,31714,NA,NA,11279,NA,12017,23492,85273,104982,55257,NA,19083,NA
4/3/2015,Cat_3,Cat_2,NA,7347,low,5635,7586,NA,NA,2213,NA,1861,5310,16754,23592,12194,NA,3482,NA
4/3/2015,Cat_4,Cat_2,NA,2638,low,23606,18906,NA,NA,10421,NA,10308,48044,31565,50765,14961,NA,22266,NA
4/3/2015,Cat_1,Cat_3,NA,4757,low,5257,3768,NA,NA,891,NA,983,1956,3882,5338,3097,NA,1972,NA
4/3/2015,Cat_3,Cat_3,NA,931,low,971,1127,NA,NA,168,NA,199,318,1283,1356,977,NA,517,NA
4/3/2015,Cat_4,Cat_3,NA,659,low,4247,2572,NA,NA,224,NA,747,7729,1322,2195,583,NA,601,NA
4/3/2015,Cat_1,Cat_4,NA,9467,low,7799,6950,NA,NA,2266,NA,2443,5463,11545,13621,7500,NA,4687,NA
4/3/2015,Cat_3,Cat_4,NA,724,low,1083,585,NA,NA,281,NA,241,412,1049,1192,696,NA,410,NA
4/3/2015,Cat_4,Cat_4,NA,1405,low,5174,2596,NA,NA,1196,NA,2518,10804,2982,4425,1537,NA,2115,NA
4/3/2015,Cat_1,Cat_5,NA,43009,low,24779,33637,NA,NA,6212,NA,9232,26646,68891,84833,49000,NA,23624,NA
4/3/2015,Cat_3,Cat_5,NA,7131,low,5377,8477,NA,NA,1565,NA,1610,4742,18462,20659,10727,NA,4126,NA
4/3/2015,Cat_4,Cat_5,NA,1451,low,9385,6976,NA,NA,1772,NA,3953,25895,10865,14077,6414,NA,5287,NA
4/3/2015,Cat_1,Cat_6,NA,28,low,41,30,NA,NA,44,NA,NA,NA,33,33,NA,NA,NA,NA
4/3/2015,Cat_4,Cat_6,NA,NA,low,NA,NA,NA,NA,NA,NA,NA,46,40,55,NA,NA,NA,NA
4/3/2015,Cat_1,Cat_7,NA,20388,low,27158,22926,NA,NA,18901,NA,4270,9725,22156,33642,12869,NA,6370,NA
4/3/2015,Cat_3,Cat_7,NA,1422,low,2193,1821,NA,NA,6782,NA,341,593,1508,1868,1098,NA,613,NA
4/3/2015,Cat_4,Cat_7,NA,414,low,10189,829,NA,NA,13685,NA,906,4837,908,1291,440,NA,692,NA
4/3/2015,Cat_1,Cat_8,NA,81989,high,50405,66904,NA,NA,13585,NA,24763,75242,186845,200085,93161,NA,79021,NA
4/3/2015,Cat_3,Cat_8,NA,15272,low,10940,15964,NA,NA,2527,NA,3324,15317,32895,44861,21163,NA,16047,NA
4/3/2015,Cat_4,Cat_8,NA,7741,low,53750,42934,NA,NA,4773,NA,19740,124819,91040,112997,44838,NA,50405,NA
4/3/2015,Cat_1,Cat_9,NA,2389,low,2543,3529,NA,NA,791,NA,910,2561,5717,8611,3846,NA,2412,NA
4/3/2015,Cat_3,Cat_9,NA,2293,low,1352,4434,NA,NA,363,NA,1125,1740,4132,5588,3147,NA,1326,NA
4/3/2015,Cat_4,Cat_9,NA,2389,low,11596,9867,NA,NA,551,NA,5446,15707,10772,22959,5712,NA,2481,NA
4/4/2015,Cat_1,Cat_1,NA,2788,low,2435,2382,NA,NA,1356,NA,639,1401,4624,5029,2486,NA,1253,NA
4/4/2015,Cat_3,Cat_1,NA,804,low,535,545,NA,NA,285,NA,139,398,1101,1323,768,NA,350,NA
4/4/2015,Cat_4,Cat_1,NA,57,low,230,130,NA,NA,42,NA,63,134,126,118,73,NA,28,NA
4/4/2015,Cat_1,Cat_10,NA,821,low,571,454,NA,NA,226,NA,138,933,859,1087,408,NA,485,NA
4/4/2015,Cat_3,Cat_10,NA,203,low,585,254,NA,NA,107,NA,128,456,317,455,188,NA,97,NA
4/4/2015,Cat_4,Cat_10,NA,356,low,4798,2023,NA,NA,256,NA,1215,33418,869,1260,598,NA,637,NA
4/4/2015,Cat_1,Cat_11,NA,32,low,NA,NA,NA,NA,32,NA,NA,NA,30,33,NA,NA,NA,NA
4/4/2015,Cat_1,Cat_2,NA,37127,low,23270,27792,NA,NA,7993,NA,9481,22241,92518,114930,47430,NA,19195,NA
4/4/2015,Cat_3,Cat_2,NA,9228,low,6008,8384,NA,NA,2171,NA,2337,5477,24646,29246,13658,NA,4524,NA
4/4/2015,Cat_4,Cat_2,NA,3091,low,23598,18344,NA,NA,8827,NA,11355,52951,40774,55320,20364,NA,24775,NA
4/4/2015,Cat_1,Cat_3,NA,2253,low,2640,2055,NA,NA,544,NA,393,1173,2645,3022,1656,NA,1143,NA
4/4/2015,Cat_3,Cat_3,NA,649,low,540,682,NA,NA,104,NA,146,322,757,971,594,NA,435,NA
4/4/2015,Cat_4,Cat_3,NA,417,low,2231,1546,NA,NA,199,NA,630,4321,869,1345,498,NA,368,NA
4/4/2015,Cat_1,Cat_4,NA,7152,low,5806,5400,NA,NA,1770,NA,1751,4019,9594,11858,5788,NA,3947,NA
4/4/2015,Cat_3,Cat_4,NA,893,low,973,672,NA,NA,322,NA,244,572,1147,1306,750,NA,513,NA
4/4/2015,Cat_4,Cat_4,NA,1411,low,5069,3273,NA,NA,1012,NA,2853,11095,2833,3955,1646,NA,1972,NA
4/4/2015,Cat_1,Cat_5,NA,36291,high,23305,30618,NA,NA,5336,NA,8111,23169,71939,81835,47004,NA,21458,NA
4/4/2015,Cat_3,Cat_5,NA,10624,low,6402,10279,NA,NA,1938,NA,1913,6681,20261,24763,13062,NA,5864,NA
4/4/2015,Cat_4,Cat_5,NA,1873,low,12183,6823,NA,NA,1721,NA,4530,28525,13770,16598,6898,NA,5195,NA
4/4/2015,Cat_1,Cat_6,NA,28,low,32,30,NA,NA,27,NA,NA,NA,30,30,NA,NA,NA,NA
4/4/2015,Cat_4,Cat_6,NA,NA,low,NA,NA,NA,NA,NA,NA,NA,32,28,28,NA,NA,NA,NA
4/4/2015,Cat_1,Cat_7,NA,19558,low,23190,19261,NA,NA,16666,NA,3963,10259,18967,28391,13167,NA,6867,NA
4/4/2015,Cat_3,Cat_7,NA,1556,low,2815,1734,NA,NA,15134,NA,250,656,1502,2435,1049,NA,528,NA
4/4/2015,Cat_4,Cat_7,NA,370,low,12158,1275,NA,NA,18160,NA,1367,5123,823,1557,497,NA,738,NA
4/4/2015,Cat_1,Cat_8,NA,87829,high,41616,54696,NA,NA,10380,NA,19856,66639,173603,197510,101957,NA,71666,NA
4/4/2015,Cat_3,Cat_8,NA,20478,low,11443,17741,NA,NA,3174,NA,4776,18183,45552,56284,26360,NA,16737,NA
4/4/2015,Cat_4,Cat_8,NA,7664,low,66216,43758,NA,NA,5286,NA,23449,141523,100042,131807,54033,NA,58606,NA
4/4/2015,Cat_1,Cat_9,NA,2776,low,3317,3729,NA,NA,915,NA,898,2232,6803,8111,3829,NA,2427,NA
4/4/2015,Cat_3,Cat_9,NA,2968,low,1119,5578,NA,NA,306,NA,1707,2625,4957,7163,3789,NA,1373,NA
4/4/2015,Cat_4,Cat_9,NA,2284,low,14111,10757,NA,NA,585,NA,6471,17356,11554,23395,5423,NA,2159,NA
4/5/2015,Cat_1,Cat_1,NA,2847,low,1937,2145,NA,NA,1246,NA,518,1735,3807,5270,2972,NA,1094,NA
4/5/2015,Cat_3,Cat_1,NA,685,low,454,641,NA,NA,300,NA,169,258,1100,1182,808,NA,240,NA
4/5/2015,Cat_4,Cat_1,NA,32,low,170,91,NA,NA,29,NA,85,68,97,112,101,NA,27,NA
4/5/2015,Cat_1,Cat_10,NA,594,low,500,412,NA,NA,165,NA,173,625,928,1099,532,NA,327,NA
4/5/2015,Cat_3,Cat_10,NA,213,low,476,302,NA,NA,82,NA,108,417,325,355,227,NA,190,NA
4/5/2015,Cat_4,Cat_10,NA,356,low,5113,2132,NA,NA,306,NA,1299,31791,891,1305,528,NA,847,NA
4/5/2015,Cat_1,Cat_11,NA,33,low,NA,NA,NA,NA,33,NA,NA,NA,31,33,NA,NA,NA,NA
4/5/2015,Cat_1,Cat_2,NA,35217,low,19090,29756,NA,NA,7799,NA,8371,21004,81796,107224,48212,NA,17607,NA
4/5/2015,Cat_3,Cat_2,NA,10038,low,5616,8366,NA,NA,2136,NA,2064,6349,27337,31834,16726,NA,5618,NA
4/5/2015,Cat_4,Cat_2,NA,3059,low,24725,19843,NA,NA,9236,NA,8826,46724,34332,55577,20471,NA,23634,NA
4/5/2015,Cat_1,Cat_3,NA,1458,low,1438,1578,NA,NA,434,NA,464,688,1807,1990,1194,NA,870,NA
4/5/2015,Cat_3,Cat_3,NA,392,low,344,444,NA,NA,80,NA,70,251,460,612,408,NA,272,NA
4/5/2015,Cat_4,Cat_3,NA,305,low,1316,1254,NA,NA,83,NA,514,3075,793,1218,357,NA,373,NA
4/5/2015,Cat_1,Cat_4,NA,6754,low,5492,4632,NA,NA,1476,NA,1591,3772,9036,10401,5099,NA,3293,NA
4/5/2015,Cat_3,Cat_4,NA,631,low,1144,824,NA,NA,300,NA,214,334,818,1227,578,NA,607,NA
4/5/2015,Cat_4,Cat_4,NA,1373,low,4477,2500,NA,NA,1007,NA,2961,11602,3382,4856,1801,NA,2725,NA
4/5/2015,Cat_1,Cat_5,NA,31393,low,20070,28668,NA,NA,4332,NA,7617,18841,61143,76017,41016,NA,18416,NA
4/5/2015,Cat_3,Cat_5,NA,9864,low,5964,11127,NA,NA,1687,NA,2328,7057,19813,27361,14608,NA,5012,NA
4/5/2015,Cat_4,Cat_5,NA,2115,low,11255,8046,NA,NA,1477,NA,4889,29711,15380,20037,7721,NA,5526,NA
4/5/2015,Cat_1,Cat_6,NA,30,low,29,32,NA,NA,27,NA,NA,NA,32,30,NA,NA,NA,NA
4/5/2015,Cat_4,Cat_6,NA,NA,low,NA,NA,NA,NA,NA,NA,NA,32,28,31,NA,NA,NA,NA
4/5/2015,Cat_1,Cat_7,NA,16898,low,23764,19799,NA,NA,15936,NA,3790,9580,19347,29537,11414,NA,6296,NA
4/5/2015,Cat_3,Cat_7,NA,1560,low,2605,2045,NA,NA,22706,NA,429,930,1797,2442,1239,NA,662,NA
4/5/2015,Cat_4,Cat_7,NA,463,low,11682,1308,NA,NA,13184,NA,1491,4516,910,1293,544,NA,767,NA
4/5/2015,Cat_1,Cat_8,NA,84450,high,36704,61278,NA,NA,9970,NA,19166,59123,152359,205354,89265,NA,69259,NA
4/5/2015,Cat_3,Cat_8,NA,21185,low,12379,17374,NA,NA,2771,NA,4457,17126,49005,54400,27725,NA,18600,NA
4/5/2015,Cat_4,Cat_8,NA,8311,low,59861,41615,NA,NA,5291,NA,21879,141842,103877,155262,51589,NA,57990,NA
4/5/2015,Cat_1,Cat_9,NA,2290,low,2728,4664,NA,NA,998,NA,1290,2317,6988,9355,4676,NA,2163,NA
4/5/2015,Cat_3,Cat_9,NA,2406,low,1284,4634,NA,NA,402,NA,1777,1898,5723,7825,4431,NA,1489,NA
4/5/2015,Cat_4,Cat_9,NA,2383,low,15048,13334,NA,NA,833,NA,5789,19205,11979,23644,6772,NA,2809,NA
4/6/2015,Cat_1,Cat_1,NA,3819,low,2672,3421,NA,NA,1608,NA,1309,1857,5053,5665,3633,NA,1504,NA
4/6/2015,Cat_3,Cat_1,NA,553,low,425,514,NA,NA,185,NA,93,270,936,994,652,NA,247,NA
4/6/2015,Cat_4,Cat_1,NA,27,low,240,98,NA,NA,68,NA,62,70,60,115,45,NA,59,NA
4/6/2015,Cat_1,Cat_10,NA,664,low,504,489,NA,NA,203,NA,78,547,924,1230,448,NA,373,NA
4/6/2015,Cat_3,Cat_10,NA,581,low,185,554,NA,NA,89,NA,60,1079,739,942,478,NA,509,NA
4/6/2015,Cat_4,Cat_10,NA,229,low,2363,1314,NA,NA,327,NA,1013,15033,644,1490,326,NA,610,NA
4/6/2015,Cat_1,Cat_11,NA,31,low,NA,NA,NA,NA,33,NA,NA,NA,29,33,NA,NA,NA,NA
4/6/2015,Cat_1,Cat_2,NA,48832,high,27253,41117,NA,NA,10340,NA,13576,26804,110233,129767,62453,NA,22030,NA
4/6/2015,Cat_3,Cat_2,NA,6977,low,4742,7027,NA,NA,2112,NA,1817,5240,19862,25136,11307,NA,4304,NA
4/6/2015,Cat_4,Cat_2,NA,2548,low,22555,15229,NA,NA,10215,NA,10802,42288,28773,44869,17335,NA,19996,NA
4/6/2015,Cat_1,Cat_3,NA,1740,low,2699,1720,NA,NA,569,NA,457,960,2276,2801,1510,NA,968,NA
4/6/2015,Cat_3,Cat_3,NA,294,low,542,571,NA,NA,64,NA,88,166,613,641,469,NA,159,NA
4/6/2015,Cat_4,Cat_3,NA,294,low,1395,893,NA,NA,114,NA,308,2065,623,938,396,NA,228,NA
4/6/2015,Cat_1,Cat_4,NA,8857,low,8967,6153,NA,NA,2072,NA,2468,5024,10615,13321,6374,NA,4728,NA
4/6/2015,Cat_3,Cat_4,NA,567,low,775,552,NA,NA,251,NA,175,486,892,1195,598,NA,444,NA
4/6/2015,Cat_4,Cat_4,NA,1475,low,4662,2592,NA,NA,962,NA,2677,10194,3109,4896,1528,NA,2374,NA
